transaction_id,sender_account,receiver_account,amount,timestamp
T485,A1347,A1408,5266.96,2024-01-01 08:04:00
T486,A1207,A1370,13885.4,2024-01-01 08:05:00
T487,A1084,A1430,279.07,2024-01-01 08:06:00
T488,A1239,A1470,1979.06,2024-01-01 08:07:00
T489,A1065,A1318,18023.98,2024-01-01 08:08:00
T490,A1273,A1013,13258.05,2024-01-01 08:09:00
T491,A1464,A1201,3649.05,2024-01-01 08:10:00
T492,A1303,A1288,5807.6,2024-01-01 08:11:00
T493,A1339,A1013,1949.24,2024-01-01 08:12:00
T494,A1042,A1329,1250.42,2024-01-01 08:13:00
T495,A1219,A1069,3738.35,2024-01-01 08:14:00
T496,A1443,A1236,2615.72,2024-01-01 08:15:00
T497,A1093,A1025,5257.46,2024-01-01 08:16:00
T498,A1133,A1194,485.53,2024-01-01 08:17:00
T499,A1167,A1108,21989.76,2024-01-01 08:18:00
T500,A1232,A1167,25703.19,2024-01-01 08:19:00
T501,A1172,A1389,7187.18,2024-01-01 08:20:00
T502,A1450,A1194,4608.47,2024-01-01 08:21:00
T503,A1142,A1385,2222.28,2024-01-01 08:22:00
T504,A1487,A1425,10085.44,2024-01-01 08:23:00
T505,A1215,A1129,6925.98,2024-01-01 08:24:00
T506,A1427,A1041,1064.84,2024-01-01 08:25:00
T507,A1240,A1009,14509.81,2024-01-01 08:26:00
T508,A1383,A1276,10373.97,2024-01-01 08:27:00
T509,A1026,A1487,17950.43,2024-01-01 08:28:00
T510,A1179,A1114,7761.62,2024-01-01 08:29:00
T511,A1332,A1035,5702.42,2024-01-01 08:30:00
T512,A1399,A1490,3250.22,2024-01-01 08:31:00
T513,A1333,A1020,16194.11,2024-01-01 08:32:00
T514,A1386,A1015,12062.35,2024-01-01 08:33:00
T515,A1486,A1126,277.64,2024-01-01 08:34:00
T516,A1102,A1429,160.32,2024-01-01 08:35:00
T517,A1010,A1318,2834.09,2024-01-01 08:36:00
T518,A1078,A1122,9981.89,2024-01-01 08:37:00
T519,A1064,A1242,26185.65,2024-01-01 08:38:00
T520,A1342,A1058,978.06,2024-01-01 08:39:00
T521,A1288,A1485,5410.34,2024-01-01 08:40:00
T522,A1111,A1238,2876.84,2024-01-01 08:41:00
T523,A1358,A1131,21022.25,2024-01-01 08:42:00
T524,A1392,A1188,11075.48,2024-01-01 08:43:00
T525,A1085,A1310,10933.14,2024-01-01 08:44:00
T526,A1310,A1493,3794.49,2024-01-01 08:45:00
T527,A1382,A1367,3215.01,2024-01-01 08:46:00
T528,A1058,A1398,1916.33,2024-01-01 08:47:00
T529,A1419,A1083,348.16,2024-01-01 08:48:00
T530,A1493,A1159,12002.56,2024-01-01 08:49:00
T531,A1055,A1296,10056.7,2024-01-01 08:50:00
T532,A1013,A1475,49034.67,2024-01-01 08:51:00
T533,A1159,A1294,34169.24,2024-01-01 08:52:00
T534,A1346,A1464,4863.91,2024-01-01 08:53:00
T535,A1490,A1192,8791.7,2024-01-01 08:54:00
T536,A1203,A1482,17377.03,2024-01-01 08:55:00
T537,A1366,A1101,11368.63,2024-01-01 08:56:00
T538,A1038,A1303,1704.91,2024-01-01 08:57:00
T539,A1353,A1425,3592.96,2024-01-01 08:58:00
T540,A1321,A1124,829.78,2024-01-01 08:59:00
T541,A1052,A1356,18481.34,2024-01-01 09:00:00
T542,A1395,A1154,5591.09,2024-01-01 09:01:00
T543,A1435,A1350,1557.62,2024-01-01 09:02:00
T544,A1307,A1412,6682.98,2024-01-01 09:03:00
T545,A1061,A1407,5776.02,2024-01-01 09:04:00
T546,A1289,A1400,2660.52,2024-01-01 09:05:00
T547,A1021,A1177,723.23,2024-01-01 09:06:00
T548,A1272,A1219,6680.65,2024-01-01 09:07:00
T549,A1338,A1189,4407.66,2024-01-01 09:08:00
T550,A1035,A1259,8878.84,2024-01-01 09:09:00
T551,A1331,A1174,4405.86,2024-01-01 09:10:00
T552,A1006,A1434,11470.62,2024-01-01 09:11:00
T553,A1215,A1421,4816.52,2024-01-01 09:12:00
T554,A1250,A1054,4938.69,2024-01-01 09:13:00
T555,A1221,A1491,12556.55,2024-01-01 09:14:00
T556,A1185,A1325,3099.88,2024-01-01 09:15:00
T557,A1456,A1424,863.33,2024-01-01 09:16:00
T558,A1235,A1362,175.23,2024-01-01 09:17:00
T559,A1078,A1222,8442.34,2024-01-01 09:18:00
T560,A1090,A1375,5810.39,2024-01-01 09:19:00
T561,A1267,A1494,7305.99,2024-01-01 09:20:00
T562,A1333,A1138,1436.89,2024-01-01 09:21:00
T563,A1315,A1413,879.68,2024-01-01 09:22:00
T564,A1470,A1275,87.91,2024-01-01 09:23:00
T565,A1396,A1247,2590.12,2024-01-01 09:24:00
T566,A1238,A1223,5348.38,2024-01-01 09:25:00
T567,A1422,A1374,2987.89,2024-01-01 09:26:00
T568,A1303,A1137,3451.92,2024-01-01 09:27:00
T569,A1165,A1436,14070.37,2024-01-01 09:28:00
T570,A1125,A1425,2568.62,2024-01-01 09:29:00
T571,A1478,A1044,4329.15,2024-01-01 09:30:00
T572,A1142,A1451,9185.23,2024-01-01 09:31:00
T573,A1230,A1124,3030.48,2024-01-01 09:32:00
T574,A1384,A1237,5838.54,2024-01-01 09:33:00
T575,A1291,A1312,11898.84,2024-01-01 09:34:00
T576,A1342,A1194,17917.14,2024-01-01 09:35:00
T577,A1172,A1014,954.49,2024-01-01 09:36:00
T578,A1253,A1435,15669.98,2024-01-01 09:37:00
T579,A1166,A1093,4065.02,2024-01-01 09:38:00
T580,A1249,A1108,1792.41,2024-01-01 09:39:00
T581,A1181,A1408,3687.52,2024-01-01 09:40:00
T582,A1132,A1174,23481.92,2024-01-01 09:41:00
T583,A1143,A1450,4070.95,2024-01-01 09:42:00
T584,A1305,A1359,2391.7,2024-01-01 09:43:00
T585,A1450,A1141,6020.92,2024-01-01 09:44:00
T586,A1284,A1005,1647.77,2024-01-01 09:45:00
T587,A1264,A1485,473.37,2024-01-01 09:46:00
T588,A1097,A1043,827.85,2024-01-01 09:47:00
T589,A1123,A1368,822.11,2024-01-01 09:48:00
T590,A1208,A1250,988.56,2024-01-01 09:49:00
T591,A1284,A1388,896.76,2024-01-01 09:50:00
T592,A1123,A1353,6144.5,2024-01-01 09:51:00
T593,A1243,A1330,1204.48,2024-01-01 09:52:00
T594,A1364,A1251,2544.84,2024-01-01 09:53:00
T595,A1229,A1405,13625.84,2024-01-01 09:54:00
T596,A1008,A1047,3854.29,2024-01-01 09:55:00
T597,A1150,A1113,6607.73,2024-01-01 09:56:00
T598,A1207,A1354,1134.77,2024-01-01 09:57:00
T599,A1124,A1156,1281.31,2024-01-01 09:58:00
T600,A1339,A1297,250.36,2024-01-01 09:59:00
T601,A1188,A1242,1110.28,2024-01-01 10:00:00
T602,A1283,A1271,1959.29,2024-01-01 10:01:00
T603,A1176,A1217,1168.87,2024-01-01 10:02:00
T604,A1381,A1281,557.32,2024-01-01 10:03:00
T605,A1169,A1180,771.34,2024-01-01 10:04:00
T606,A1359,A1232,3705.78,2024-01-01 10:05:00
T607,A1138,A1156,1386.55,2024-01-01 10:06:00
T608,A1128,A1118,2717.89,2024-01-01 10:07:00
T609,A1061,A1369,4200.03,2024-01-01 10:08:00
T610,A1098,A1161,7034.74,2024-01-01 10:09:00
T611,A1061,A1380,240.63,2024-01-01 10:10:00
T612,A1274,A1486,9638.97,2024-01-01 10:11:00
T613,A1390,A1353,5931.56,2024-01-01 10:12:00
T614,A1094,A1098,511.77,2024-01-01 10:13:00
T615,A1110,A1378,12408.81,2024-01-01 10:14:00
T616,A1247,A1141,15220.16,2024-01-01 10:15:00
T617,A1370,A1301,378.14,2024-01-01 10:16:00
T618,A1389,A1268,1945.06,2024-01-01 10:17:00
T619,A1305,A1144,9845.61,2024-01-01 10:18:00
T620,A1051,A1426,8276.14,2024-01-01 10:19:00
T621,A1099,A1151,1223.88,2024-01-01 10:20:00
T622,A1116,A1184,1409.39,2024-01-01 10:21:00
T623,A1091,A1154,2776.71,2024-01-01 10:22:00
T624,A1007,A1362,3975.98,2024-01-01 10:23:00
T625,A1273,A1064,5778.01,2024-01-01 10:24:00
T626,A1140,A1023,2761.88,2024-01-01 10:25:00
T627,A1498,A1027,3725.35,2024-01-01 10:26:00
T628,A1283,A1149,8257.37,2024-01-01 10:27:00
T629,A1357,A1483,224.24,2024-01-01 10:28:00
T630,A1064,A1326,1745.62,2024-01-01 10:29:00
T631,A1444,A1385,7496.95,2024-01-01 10:30:00
T632,A1251,A1052,13534.6,2024-01-01 10:31:00
T633,A1446,A1006,4300.67,2024-01-01 10:32:00
T634,A1293,A1145,4557.18,2024-01-01 10:33:00
T635,A1240,A1245,680.17,2024-01-01 10:34:00
T636,A1225,A1174,3558.86,2024-01-01 10:35:00
T637,A1094,A1494,4563.64,2024-01-01 10:36:00
T638,A1026,A1129,1666.16,2024-01-01 10:37:00
T639,A1481,A1441,1882.05,2024-01-01 10:38:00
T640,A1244,A1058,2841.99,2024-01-01 10:39:00
T641,A1420,A1033,121.65,2024-01-01 10:40:00
T642,A1205,A1251,2332.35,2024-01-01 10:41:00
T643,A1037,A1295,1425.34,2024-01-01 10:42:00
T644,A1322,A1351,2380.5,2024-01-01 10:43:00
T645,A1027,A1077,765.38,2024-01-01 10:44:00
T646,A1076,A1415,13272.48,2024-01-01 10:45:00
T647,A1288,A1485,5402.39,2024-01-01 10:46:00
T648,A1155,A1043,6819.8,2024-01-01 10:47:00
T649,A1127,A1060,9340.25,2024-01-01 10:48:00
T650,A1285,A1391,4140.22,2024-01-01 10:49:00
T651,A1213,A1310,545.59,2024-01-01 10:50:00
T652,A1305,A1404,4621.55,2024-01-01 10:51:00
T653,A1316,A1115,5303.54,2024-01-01 10:52:00
T654,A1397,A1267,8209.3,2024-01-01 10:53:00
T655,A1194,A1230,3390.21,2024-01-01 10:54:00
T656,A1465,A1226,818.91,2024-01-01 10:55:00
T657,A1152,A1440,2002.57,2024-01-01 10:56:00
T658,A1301,A1219,2706.69,2024-01-01 10:57:00
T659,A1156,A1291,6229.35,2024-01-01 10:58:00
T660,A1317,A1030,5074.69,2024-01-01 10:59:00
T661,A1312,A1491,2641.24,2024-01-01 11:00:00
T662,A1378,A1050,25837.17,2024-01-01 11:01:00
T663,A1485,A1390,5585.0,2024-01-01 11:02:00
T664,A1106,A1320,1624.77,2024-01-01 11:03:00
T665,A1108,A1135,644.06,2024-01-01 11:04:00
T666,A1338,A1041,995.33,2024-01-01 11:05:00
T667,A1080,A1122,1693.84,2024-01-01 11:06:00
T668,A1088,A1282,1050.99,2024-01-01 11:07:00
T669,A1038,A1080,1238.95,2024-01-01 11:08:00
T670,A1001,A1209,2013.64,2024-01-01 11:09:00
T671,A1230,A1352,1142.41,2024-01-01 11:10:00
T672,A1304,A1240,13624.51,2024-01-01 11:11:00
T673,A1149,A1016,501.81,2024-01-01 11:12:00
T674,A1118,A1147,4460.47,2024-01-01 11:13:00
T675,A1361,A1144,3169.83,2024-01-01 11:14:00
T676,A1359,A1440,24231.85,2024-01-01 11:15:00
T677,A1232,A1036,712.96,2024-01-01 11:16:00
T678,A1351,A1119,3043.55,2024-01-01 11:17:00
T679,A1473,A1135,20934.36,2024-01-01 11:18:00
T680,A1403,A1405,12037.46,2024-01-01 11:19:00
T681,A1320,A1301,10191.98,2024-01-01 11:20:00
T682,A1338,A1411,1789.65,2024-01-01 11:21:00
T683,A1478,A1101,1124.4,2024-01-01 11:22:00
T684,A1217,A1058,6627.36,2024-01-01 11:23:00
T685,A1278,A1115,15902.31,2024-01-01 11:24:00
T686,A1331,A1076,4881.9,2024-01-01 11:25:00
T687,A1465,A1136,5086.37,2024-01-01 11:26:00
T688,A1423,A1072,1970.85,2024-01-01 11:27:00
T689,A1036,A1030,8804.84,2024-01-01 11:28:00
T690,A1084,A1405,1242.47,2024-01-01 11:29:00
T691,A1157,A1304,2346.53,2024-01-01 11:30:00
T692,A1383,A1422,3324.87,2024-01-01 11:31:00
T693,A1291,A1471,4250.91,2024-01-01 11:32:00
T694,A1147,A1224,1665.68,2024-01-01 11:33:00
T695,A1063,A1239,731.9,2024-01-01 11:34:00
T696,A1352,A1155,5659.2,2024-01-01 11:35:00
T697,A1358,A1206,2043.38,2024-01-01 11:36:00
T698,A1482,A1139,5222.72,2024-01-01 11:37:00
T699,A1256,A1276,1005.99,2024-01-01 11:38:00
T700,A1252,A1224,3936.73,2024-01-01 11:39:00
T701,A1041,A1306,4563.28,2024-01-01 11:40:00
T702,A1020,A1455,319.29,2024-01-01 11:41:00
T703,A1221,A1376,2462.3,2024-01-01 11:42:00
T704,A1165,A1309,866.1,2024-01-01 11:43:00
T705,A1128,A1013,392.83,2024-01-01 11:44:00
T706,A1046,A1117,27607.21,2024-01-01 11:45:00
T707,A1492,A1345,2334.78,2024-01-01 11:46:00
T708,A1428,A1440,9960.42,2024-01-01 11:47:00
T709,A1294,A1300,1763.33,2024-01-01 11:48:00
T710,A1486,A1010,6864.85,2024-01-01 11:49:00
T711,A1391,A1344,8568.4,2024-01-01 11:50:00
T712,A1420,A1137,5432.68,2024-01-01 11:51:00
T713,A1295,A1020,3827.14,2024-01-01 11:52:00
T714,A1390,A1387,3184.55,2024-01-01 11:53:00
T715,A1089,A1240,2574.26,2024-01-01 11:54:00
T716,A1265,A1333,15915.34,2024-01-01 11:55:00
T717,A1226,A1469,10653.64,2024-01-01 11:56:00
T718,A1142,A1092,20119.06,2024-01-01 11:57:00
T719,A1299,A1223,796.37,2024-01-01 11:58:00
T720,A1325,A1416,7875.31,2024-01-01 11:59:00
T721,A1251,A1496,16716.76,2024-01-01 12:00:00
T722,A1046,A1240,1199.73,2024-01-01 12:01:00
T723,A1178,A1209,412.86,2024-01-01 12:02:00
T724,A1170,A1164,8108.36,2024-01-01 12:03:00
T725,A1343,A1053,5126.56,2024-01-01 12:04:00
T726,A1439,A1082,11064.46,2024-01-01 12:05:00
T727,A1168,A1210,903.35,2024-01-01 12:06:00
T728,A1355,A1253,9516.3,2024-01-01 12:07:00
T729,A1147,A1339,1351.08,2024-01-01 12:08:00
T730,A1483,A1205,1072.29,2024-01-01 12:09:00
T731,A1416,A1389,1076.67,2024-01-01 12:10:00
T732,A1281,A1018,10110.62,2024-01-01 12:11:00
T733,A1232,A1045,6565.28,2024-01-01 12:12:00
T734,A1161,A1129,4442.26,2024-01-01 12:13:00
T735,A1165,A1059,2666.77,2024-01-01 12:14:00
T736,A1496,A1395,12583.22,2024-01-01 12:15:00
T737,A1206,A1442,2989.88,2024-01-01 12:16:00
T738,A1263,A1422,10176.5,2024-01-01 12:17:00
T739,A1000,A1336,3469.65,2024-01-01 12:18:00
T740,A1445,A1277,2838.72,2024-01-01 12:19:00
T741,A1236,A1211,3726.97,2024-01-01 12:20:00
T742,A1027,A1096,2151.87,2024-01-01 12:21:00
T743,A1265,A1185,8260.66,2024-01-01 12:22:00
T744,A1318,A1387,4191.62,2024-01-01 12:23:00
T745,A1255,A1320,1585.46,2024-01-01 12:24:00
T746,A1226,A1389,13790.04,2024-01-01 12:25:00
T747,A1026,A1104,2905.99,2024-01-01 12:26:00
T748,A1136,A1281,4705.69,2024-01-01 12:27:00
T749,A1067,A1474,14216.97,2024-01-01 12:28:00
T750,A1147,A1224,5872.8,2024-01-01 12:29:00
T751,A1450,A1357,745.89,2024-01-01 12:30:00
T752,A1248,A1062,16863.7,2024-01-01 12:31:00
T753,A1014,A1498,5928.46,2024-01-01 12:32:00
T754,A1322,A1311,2446.96,2024-01-01 12:33:00
T755,A1409,A1122,899.86,2024-01-01 12:34:00
T756,A1363,A1081,9480.01,2024-01-01 12:35:00
T757,A1159,A1282,5806.65,2024-01-01 12:36:00
T758,A1007,A1282,4574.48,2024-01-01 12:37:00
T759,A1208,A1047,13459.82,2024-01-01 12:38:00
T760,A1115,A1430,9323.94,2024-01-01 12:39:00
T761,A1467,A1058,986.95,2024-01-01 12:40:00
T762,A1236,A1484,2241.38,2024-01-01 12:41:00
T763,A1060,A1331,1714.02,2024-01-01 12:42:00
T764,A1426,A1078,8174.21,2024-01-01 12:43:00
T765,A1255,A1477,204.65,2024-01-01 12:44:00
T766,A1366,A1149,5062.28,2024-01-01 12:45:00
T767,A1260,A1361,8624.48,2024-01-01 12:46:00
T768,A1139,A1212,12562.0,2024-01-01 12:47:00
T769,A1427,A1247,2512.05,2024-01-01 12:48:00
T770,A1241,A1124,10330.85,2024-01-01 12:49:00
T771,A1233,A1282,703.46,2024-01-01 12:50:00
T772,A1074,A1196,11242.46,2024-01-01 12:51:00
T773,A1097,A1471,818.28,2024-01-01 12:52:00
T774,A1306,A1260,3037.89,2024-01-01 12:53:00
T775,A1382,A1450,9576.03,2024-01-01 12:54:00
T776,A1069,A1442,974.53,2024-01-01 12:55:00
T777,A1035,A1141,1562.36,2024-01-01 12:56:00
T778,A1395,A1404,7686.26,2024-01-01 12:57:00
T779,A1437,A1212,7638.58,2024-01-01 12:58:00
T780,A1174,A1478,6149.07,2024-01-01 12:59:00
T781,A1403,A1259,7104.01,2024-01-01 13:00:00
T782,A1136,A1420,4694.81,2024-01-01 13:01:00
T783,A1001,A1144,1740.5,2024-01-01 13:02:00
T784,A1371,A1152,2545.1,2024-01-01 13:03:00
T785,A1428,A1300,1202.41,2024-01-01 13:04:00
T786,A1296,A1337,14345.26,2024-01-01 13:05:00
T787,A1250,A1443,5253.65,2024-01-01 13:06:00
T788,A1076,A1228,3073.47,2024-01-01 13:07:00
T789,A1275,A1247,3719.45,2024-01-01 13:08:00
T790,A1176,A1170,17656.94,2024-01-01 13:09:00
T791,A1282,A1390,998.82,2024-01-01 13:10:00
T792,A1278,A1193,5294.67,2024-01-01 13:11:00
T793,A1233,A1477,4229.97,2024-01-01 13:12:00
T794,A1164,A1445,5672.07,2024-01-01 13:13:00
T795,A1096,A1357,109.66,2024-01-01 13:14:00
T796,A1122,A1292,12340.16,2024-01-01 13:15:00
T797,A1196,A1119,16139.93,2024-01-01 13:16:00
T798,A1438,A1397,4996.29,2024-01-01 13:17:00
T799,A1210,A1022,7157.22,2024-01-01 13:18:00
T800,A1162,A1381,15344.82,2024-01-01 13:19:00
T801,A1242,A1361,7370.38,2024-01-01 13:20:00
T802,A1467,A1415,993.06,2024-01-01 13:21:00
T803,A1195,A1197,5152.21,2024-01-01 13:22:00
T804,A1339,A1405,5599.33,2024-01-01 13:23:00
T805,A1420,A1333,3311.25,2024-01-01 13:24:00
T806,A1077,A1253,8000.94,2024-01-01 13:25:00
T807,A1493,A1018,16342.06,2024-01-01 13:26:00
T808,A1064,A1257,15587.26,2024-01-01 13:27:00
T809,A1494,A1302,3596.19,2024-01-01 13:28:00
T810,A1169,A1445,721.07,2024-01-01 13:29:00
T811,A1051,A1447,25135.04,2024-01-01 13:30:00
T812,A1432,A1225,10954.31,2024-01-01 13:31:00
T813,A1051,A1269,798.88,2024-01-01 13:32:00
T814,A1466,A1233,15217.85,2024-01-01 13:33:00
T815,A1007,A1369,12236.54,2024-01-01 13:34:00
T816,A1073,A1209,4389.31,2024-01-01 13:35:00
T817,A1445,A1335,5368.28,2024-01-01 13:36:00
T818,A1496,A1079,3054.99,2024-01-01 13:37:00
T819,A1038,A1240,337.91,2024-01-01 13:38:00
T820,A1400,A1496,2449.59,2024-01-01 13:39:00
T821,A1135,A1173,9742.85,2024-01-01 13:40:00
T822,A1319,A1354,27.86,2024-01-01 13:41:00
T823,A1203,A1332,2434.28,2024-01-01 13:42:00
T824,A1041,A1436,3046.67,2024-01-01 13:43:00
T825,A1168,A1436,4625.3,2024-01-01 13:44:00
T826,A1345,A1439,15143.55,2024-01-01 13:45:00
T827,A1273,A1194,2551.06,2024-01-01 13:46:00
T828,A1488,A1162,2556.64,2024-01-01 13:47:00
T829,A1320,A1367,8025.05,2024-01-01 13:48:00
T830,A1454,A1388,3611.27,2024-01-01 13:49:00
T831,A1249,A1446,1526.29,2024-01-01 13:50:00
T832,A1277,A1018,3613.69,2024-01-01 13:51:00
T833,A1316,A1035,910.92,2024-01-01 13:52:00
T834,A1120,A1323,1164.33,2024-01-01 13:53:00
T835,A1350,A1471,4139.33,2024-01-01 13:54:00
T836,A1147,A1116,3257.26,2024-01-01 13:55:00
T837,A1382,A1046,14779.76,2024-01-01 13:56:00
T838,A1222,A1050,2700.21,2024-01-01 13:57:00
T839,A1389,A1324,5213.41,2024-01-01 13:58:00
T840,A1360,A1446,6002.34,2024-01-01 13:59:00
T841,A1051,A1227,79.09,2024-01-01 14:00:00
T842,A1085,A1355,6535.61,2024-01-01 14:01:00
T843,A1153,A1462,1176.35,2024-01-01 14:02:00
T844,A1014,A1023,19475.99,2024-01-01 14:03:00
T845,A1166,A1407,965.68,2024-01-01 14:04:00
T846,A1028,A1150,3213.01,2024-01-01 14:05:00
T847,A1183,A1191,535.28,2024-01-01 14:06:00
T848,A1220,A1074,34608.49,2024-01-01 14:07:00
T849,A1125,A1271,4185.28,2024-01-01 14:08:00
T850,A1210,A1289,5428.92,2024-01-01 14:09:00
T851,A1349,A1405,416.59,2024-01-01 14:10:00
T852,A1092,A1087,8316.82,2024-01-01 14:11:00
T853,A1089,A1040,1413.62,2024-01-01 14:12:00
T854,A1312,A1445,13699.89,2024-01-01 14:13:00
T855,A1195,A1317,1377.53,2024-01-01 14:14:00
T856,A1349,A1123,1269.42,2024-01-01 14:15:00
T857,A1254,A1467,223.41,2024-01-01 14:16:00
T858,A1298,A1073,3832.71,2024-01-01 14:17:00
T859,A1118,A1236,4992.26,2024-01-01 14:18:00
T860,A1326,A1130,407.8,2024-01-01 14:19:00
T861,A1235,A1130,8964.02,2024-01-01 14:20:00
T862,A1341,A1004,3623.01,2024-01-01 14:21:00
T863,A1460,A1411,4458.95,2024-01-01 14:22:00
T864,A1238,A1461,3487.09,2024-01-01 14:23:00
T865,A1147,A1346,3072.59,2024-01-01 14:24:00
T866,A1279,A1080,4920.98,2024-01-01 14:25:00
T867,A1037,A1226,1012.22,2024-01-01 14:26:00
T868,A1483,A1176,1204.83,2024-01-01 14:27:00
T869,A1300,A1153,11873.7,2024-01-01 14:28:00
T870,A1327,A1492,17525.47,2024-01-01 14:29:00
T871,A1217,A1353,2803.81,2024-01-01 14:30:00
T872,A1128,A1233,1894.39,2024-01-01 14:31:00
T873,A1432,A1154,6196.94,2024-01-01 14:32:00
T874,A1101,A1196,3152.94,2024-01-01 14:33:00
T875,A1436,A1247,154.28,2024-01-01 14:34:00
T876,A1054,A1121,1018.7,2024-01-01 14:35:00
T877,A1195,A1292,7552.1,2024-01-01 14:36:00
T878,A1183,A1294,6453.9,2024-01-01 14:37:00
T879,A1151,A1358,164.82,2024-01-01 14:38:00
T880,A1151,A1011,1505.96,2024-01-01 14:39:00
T881,A1424,A1337,1576.57,2024-01-01 14:40:00
T882,A1202,A1140,6686.49,2024-01-01 14:41:00
T883,A1004,A1289,119.44,2024-01-01 14:42:00
T884,A1442,A1351,659.62,2024-01-01 14:43:00
T885,A1398,A1381,9654.11,2024-01-01 14:44:00
T886,A1498,A1025,1180.07,2024-01-01 14:45:00
T887,A1466,A1310,6346.19,2024-01-01 14:46:00
T888,A1381,A1254,1632.29,2024-01-01 14:47:00
T889,A1426,A1462,628.44,2024-01-01 14:48:00
T890,A1462,A1146,1671.72,2024-01-01 14:49:00
T891,A1397,A1409,7686.57,2024-01-01 14:50:00
T892,A1117,A1310,11615.02,2024-01-01 14:51:00
T893,A1410,A1180,10639.51,2024-01-01 14:52:00
T894,A1112,A1325,3036.85,2024-01-01 14:53:00
T895,A1097,A1317,6617.26,2024-01-01 14:54:00
T896,A1128,A1347,1376.36,2024-01-01 14:55:00
T897,A1386,A1369,2081.6,2024-01-01 14:56:00
T898,A1392,A1337,13599.59,2024-01-01 14:57:00
T899,A1348,A1429,78.52,2024-01-01 14:58:00
T900,A1070,A1321,536.32,2024-01-01 14:59:00
T901,A1049,A1462,1398.3,2024-01-01 15:00:00
T902,A1321,A1330,161.34,2024-01-01 15:01:00
T903,A1020,A1158,1201.22,2024-01-01 15:02:00
T904,A1403,A1225,5248.61,2024-01-01 15:03:00
T905,A1017,A1296,3283.12,2024-01-01 15:04:00
T906,A1186,A1374,13391.18,2024-01-01 15:05:00
T907,A1067,A1046,10204.18,2024-01-01 15:06:00
T908,A1465,A1151,2509.64,2024-01-01 15:07:00
T909,A1167,A1382,1801.96,2024-01-01 15:08:00
T910,A1212,A1089,2865.24,2024-01-01 15:09:00
T911,A1102,A1067,5353.91,2024-01-01 15:10:00
T912,A1402,A1276,1872.37,2024-01-01 15:11:00
T913,A1448,A1497,5871.37,2024-01-01 15:12:00
T914,A1187,A1271,3159.82,2024-01-01 15:13:00
T915,A1256,A1467,4818.4,2024-01-01 15:14:00
T916,A1139,A1425,3437.55,2024-01-01 15:15:00
T917,A1084,A1131,2092.8,2024-01-01 15:16:00
T918,A1467,A1422,17791.6,2024-01-01 15:17:00
T919,A1483,A1246,8653.53,2024-01-01 15:18:00
T920,A1495,A1412,905.73,2024-01-01 15:19:00
T921,A1151,A1382,12171.03,2024-01-01 15:20:00
T922,A1445,A1173,4009.92,2024-01-01 15:21:00
T923,A1411,A1058,13497.24,2024-01-01 15:22:00
T924,A1239,A1493,9652.29,2024-01-01 15:23:00
T925,A1038,A1072,3322.54,2024-01-01 15:24:00
T926,A1386,A1494,136.35,2024-01-01 15:25:00
T927,A1115,A1440,1877.4,2024-01-01 15:26:00
T928,A1346,A1370,4680.53,2024-01-01 15:27:00
T929,A1345,A1203,6022.18,2024-01-01 15:28:00
T930,A1495,A1433,1789.53,2024-01-01 15:29:00
T931,A1411,A1285,900.45,2024-01-01 15:30:00
T932,A1187,A1046,10808.32,2024-01-01 15:31:00
T933,A1404,A1202,24963.74,2024-01-01 15:32:00
T934,A1007,A1135,4475.37,2024-01-01 15:33:00
T935,A1274,A1063,1130.13,2024-01-01 15:34:00
T936,A1232,A1188,1907.26,2024-01-01 15:35:00
T937,A1344,A1383,111.37,2024-01-01 15:36:00
T938,A1344,A1134,14741.33,2024-01-01 15:37:00
T939,A1299,A1195,751.69,2024-01-01 15:38:00
T940,A1421,A1326,5155.44,2024-01-01 15:39:00
T941,A1481,A1190,1921.69,2024-01-01 15:40:00
T942,A1055,A1345,4847.01,2024-01-01 15:41:00
T943,A1119,A1241,6323.33,2024-01-01 15:42:00
T944,A1012,A1317,10622.64,2024-01-01 15:43:00
T945,A1452,A1482,1387.22,2024-01-01 15:44:00
T946,A1287,A1167,66.34,2024-01-01 15:45:00
T947,A1468,A1312,883.25,2024-01-01 15:46:00
T948,A1113,A1331,13816.63,2024-01-01 15:47:00
T949,A1032,A1325,12423.61,2024-01-01 15:48:00
T950,A1421,A1237,5459.07,2024-01-01 15:49:00
T951,A1465,A1358,5505.5,2024-01-01 15:50:00
T952,A1154,A1332,6562.41,2024-01-01 15:51:00
T953,A1209,A1059,1156.93,2024-01-01 15:52:00
T954,A1071,A1023,14749.26,2024-01-01 15:53:00
T955,A1484,A1019,3255.66,2024-01-01 15:54:00
T956,A1155,A1252,2898.66,2024-01-01 15:55:00
T957,A1059,A1049,4390.3,2024-01-01 15:56:00
T958,A1120,A1454,288.63,2024-01-01 15:57:00
T959,A1275,A1069,1091.17,2024-01-01 15:58:00
T960,A1198,A1232,8037.23,2024-01-01 15:59:00
T961,A1189,A1343,518.57,2024-01-01 16:00:00
T962,A1486,A1380,5545.21,2024-01-01 16:01:00
T963,A1356,A1484,1689.0,2024-01-01 16:02:00
T964,A1276,A1214,2958.85,2024-01-01 16:03:00
T965,A1300,A1380,2043.91,2024-01-01 16:04:00
T966,A1372,A1079,2637.29,2024-01-01 16:05:00
T967,A1453,A1212,7617.38,2024-01-01 16:06:00
T968,A1335,A1050,2115.43,2024-01-01 16:07:00
